"scientificName","individualCount","country","locality","totalObservation","longitudeDecimal","latitudeDecimal"
"Phylloscopus collybita",1,"Poland","Poland - Białowieża - Palace Park",37,23.8453,52.7066
"Linaria cannabina",1,"Poland","Poland - Białowieża - Palace Park",37,23.8455,52.7057
"Carduelis carduelis",2,"Poland","Poland - Białowieża - Palace Park",58,23.8455,52.7057
"Fringilla coelebs",1,"Poland","Poland - Białowieża - Palace Park",83,23.8453,52.7021
"Anas platyrhynchos",10,"Poland","Poland - Białowieża - Palace Park",437,23.8454,52.7023
"Muscicapa striata",2,"Poland","Poland - Białowieża - Palace Park",93,23.8454,52.7023
"Dendrocoptes medius",1,"Poland","Poland - Białowieża - Palace Park",62,23.8454,52.7023
"Serinus serinus",1,"Poland","Poland - Białowieża",22,23.8425,52.699
"Sitta europaea",2,"Poland","Poland - Białowieża - Palace Park",104,23.8498,52.7024
"Delichon urbicum",5,"Poland","Poland - Białowieża - Palace Park",127,23.8502,52.7029
"Phoenicurus ochruros",1,"Poland","Poland - Białowieża",45,23.8513,52.7033
"Anas platyrhynchos",1,"Poland","Poland - Białowieża",437,23.8787057251,52.6903525284
"Emberiza citrinella",1,"Poland","Poland - Lubuskie",281,14.821159,52.585153
"Passer montanus",5,"Poland","Poland - Lubuskie",295,14.821172,52.585165
"Anser anser",1,"Poland","Poland - Lubuskie",57,14.82117,52.585208
"Ardea cinerea",1,"Poland","Poland - Lubuskie",61,14.821173,52.58518
"Chroicocephalus ridibundus",1,"Poland","Poland - Lubuskie",36,14.821173,52.58518
"Vanellus vanellus",1,"Poland","Poland - Lubuskie",130,14.821159,52.585201
"Cygnus olor",1,"Poland","Poland - Lubuskie",101,14.821159,52.585201
"Gallinago gallinago",1,"Poland","Poland - Lubuskie",46,14.821159,52.585201
"Sturnus vulgaris",1,"Poland","Poland - Lubuskie",837,14.821159,52.585201
"Haliaeetus albicilla",1,"Poland","Poland - Lubuskie",84,14.821353,52.585047
"Chlidonias hybrida",1,"Poland","Poland - Lubuskie",169,14.821353,52.585047
"Grus grus",1,"Poland","Poland - Lubuskie",450,14.821353,52.585047
"Tringa glareola",1,"Poland","Poland - Lubuskie",45,14.821353,52.585047
"Buteo buteo",1,"Poland","Poland - Lubuskie",22,14.821353,52.585047
"Emberiza calandra",1,"Poland","Poland - Lubuskie",23,14.821353,52.585047
"Alauda arvensis",1,"Poland","Poland - Lubuskie",5,14.809157,52.563271
"Emberiza citrinella",6,"Poland","Poland - Podlaskie",281,23.71356,52.862549
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,23.782258,52.897414
"Upupa epops",1,"Poland","Poland - Podlaskie",19,23.782258,52.897414
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,23.782258,52.897414
"Garrulus glandarius",1,"Poland","Poland - Podlaskie",41,23.782482,52.895855
"Upupa epops",1,"Poland","Poland - Podlaskie",19,23.782482,52.895855
"Clanga pomarina",1,"Poland","Poland - Podlaskie",43,23.77661,52.887494
"Lycaena virgaureae",1,"Poland","Poland - Podlaskie",110,23.75,52.85
"Sciurus vulgaris",1,"Poland","Poland - Podlaskie",21,23.782616,52.896797
"Sylvia curruca",1,"Poland","Poland - Podlaskie",9,23.781152,52.897574
"Picus canus",1,"Poland","Poland - Podlaskie",23,23.75,52.85
"Tetrastes bonasia",1,"Poland","Poland - Białowieża NP",15,23.8,52.75
"Circus aeruginosus",1,"Poland","Poland - Podlaskie",75,22.738619,53.492319
"Acrocephalus paludicola",10,"Poland","Poland - Biebrza NP",143,22.554052,53.305152
"Grus grus",2,"Poland","Poland - Biebrza NP",450,22.554202,53.305193
"Circus pygargus",1,"Poland","Poland - Biebrza NP",21,22.55417,53.305211
"Locustella luscinioides",1,"Poland","Poland - Biebrza NP",17,22.565138,53.307995
"Cervus elaphus",1,"Poland","Poland - Białowieża NP",124,23.827066,52.802366
"Emberiza calandra",1,"Poland","Poland - Lubuskie",23,14.903104,52.596466
"Ardea alba",1,"Poland","Poland- Mazurisch Merenplateau",142,21.5822625156,53.9107443616
"Natrix natrix",2,"Poland","Poland - Biebrza NP",89,22.55,53.35
"Natrix natrix",1,"Poland","Poland - Biebrza NP",89,22.55,53.35
"Oriolus oriolus",1,"Poland","Poland - Biebrza NP",75,22.60828909,53.44018652
"Convallaria majalis",100,"Poland","Poland - Biebrza NP",301,22.60800098,53.44020794
"Chimaphila umbellata",6,"Poland","Poland - Biebrza NP",6,22.60791857,53.44016338
"Goodyera repens",1,"Poland","Poland - Biebrza NP",3,22.6,53.4
"Melitaea athalia",1,"Poland","Poland - Biebrza NP",434,22.6,53.4
"Dianthus arenarius",100,"Poland","Poland - Biebrza NP",100,22.6081852,53.44025146
"Vaccinium uliginosum",20,"Poland","Poland - Podlaskie",20,22.64418899,53.45781211
"Epipactis helleborine",5,"Poland","Poland - Podlaskie",47,22.64,53.45
"Spinulum annotinum",1000,"Poland","Poland - Podlaskie",1202,22.64,53.45
"Epipactis helleborine",3,"Poland","Poland - Podlaskie",47,22.64,53.45
"Epipactis helleborine",5,"Poland","Poland - Podlaskie",47,22.64,53.45
"Ardea alba",1,"Poland","Poland - Biebrza NP",142,22.63687806,53.48353402
"Muscicapa striata",1,"Poland","Poland - Biebrza NP",93,22.6290374,53.48738753
"Melanargia galathea",3,"Poland","Poland - Biebrza NP",147,22.63002272,53.48807752
"Motacilla alba",1,"Poland","Poland - Biebrza NP",122,22.63047732,53.4883449
"Emberiza citrinella",1,"Poland","Poland - Biebrza NP",281,22.63888939,53.4916266
"Acorus calamus",20,"Poland","Poland - Biebrza NP",20,22.6407473,53.49198585
"Melanargia galathea",3,"Poland","Poland - Biebrza NP",147,22.64093385,53.49228153
"Melanargia galathea",3,"Poland","Poland - Biebrza NP",147,22.64126176,53.49241068
"Thymelicus lineola",2,"Poland","Poland - Podlaskie",73,22.64145328,53.49246482
"Chloris chloris",1,"Poland","Poland - Podlaskie",65,22.64156323,53.49247417
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,22.64161171,53.49246388
"Thymelicus lineola",1,"Poland","Poland - Podlaskie",73,22.64179935,53.49247928
"Melanargia galathea",3,"Poland","Poland - Podlaskie",147,22.64180365,53.49247974
"Maniola jurtina",1,"Poland","Poland - Podlaskie",107,22.64261004,53.49257856
"Saxicola rubetra",1,"Poland","Poland - Podlaskie",113,22.64302802,53.49260946
"Motacilla flava",1,"Poland","Poland - Podlaskie",72,22.64320448,53.49260983
"Emberiza citrinella",2,"Poland","Poland - Podlaskie",281,22.6432432,53.49259595
"Armeria maritima",30,"Poland","Poland - Podlaskie",153,22.64356694,53.49262546
"Bombina bombina",2,"Poland","Poland - Podlaskie",565,22.643181,53.493691
"Pieris napi",2,"Poland","Poland - Podlaskie",459,22.64278423,53.49304277
"Pieris napi",1,"Poland","Poland - Podlaskie",459,22.64198694,53.49358193
"Melanargia galathea",6,"Poland","Poland - Podlaskie",147,22.64197567,53.49358361
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,22.6417984,53.49359716
"Coenonympha glycerion",2,"Poland","Poland - Podlaskie",29,22.6,53.45
"Armeria maritima",50,"Poland","Poland - Podlaskie",153,22.6412706,53.49357776
"Melanargia galathea",2,"Poland","Poland - Podlaskie",147,22.64077833,53.49378163
"Thymelicus lineola",1,"Poland","Poland - Podlaskie",73,22.64052884,53.49377388
"Ardea alba",1,"Poland","Poland - Podlaskie",142,22.64054776,53.49377136
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,22.63975737,53.49370819
"Chloris chloris",1,"Poland","Poland - Podlaskie",65,22.63971694,53.4936845
"Aphantopus hyperantus",3,"Poland","Poland - Podlaskie",781,22.63908464,53.49341439
"Melanargia galathea",4,"Poland","Poland - Podlaskie",147,22.63908151,53.49341573
"Aphantopus hyperantus",3,"Poland","Poland - Podlaskie",781,22.63888942,53.49292591
"Heteropterus morpheus",1,"Poland","Poland - Podlaskie",58,22.6,53.45
"Maniola jurtina",1,"Poland","Poland - Podlaskie",107,22.63888804,53.49292533
"Maniola jurtina",1,"Poland","Poland - Podlaskie",107,22.63885137,53.49284869
"Thymelicus lineola",1,"Poland","Poland - Podlaskie",73,22.63885138,53.49284867
"Melanargia galathea",6,"Poland","Poland - Podlaskie",147,22.63893386,53.49263504
"Maniola jurtina",1,"Poland","Poland - Podlaskie",107,22.63893262,53.4926338
"Thymelicus lineola",3,"Poland","Poland - Podlaskie",73,22.63899611,53.49261105
"Coenonympha glycerion",1,"Poland","Poland - Podlaskie",29,22.6,53.45
"Chiasmia clathrata",3,"Poland","Poland - Podlaskie",8,22.63910455,53.49241421
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,22.63912879,53.49232155
"Melanargia galathea",15,"Poland","Poland - Biebrza NP",147,22.64005126,53.49221737
"Thymelicus lineola",3,"Poland","Poland - Biebrza NP",73,22.64052666,53.49206005
"Luscinia luscinia",1,"Poland","Poland - Biebrza NP",57,22.64052638,53.49206011
"Natrix natrix",1,"Poland","Poland - Biebrza NP",89,22.6,53.45
"Celastrina argiolus",1,"Poland","Poland - Biebrza NP",48,22.63878046,53.48983624
"Motacilla flava",1,"Poland","Poland - Podlaskie",72,22.59223397,53.55026196
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.6192637,53.5584924
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,22.64326334,53.55702417
"Grus grus",2,"Poland","Poland - Podlaskie",450,22.64948329,53.55844806
"Saxicola rubetra",1,"Poland","Poland - Podlaskie",113,22.64947488,53.55844311
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.65225234,53.55949644
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.6587755,53.56292786
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.66113522,53.56619893
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.66086997,53.56615931
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.66368633,53.56650966
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.66450878,53.56651979
"Ciconia ciconia",2,"Poland","Poland - Podlaskie",341,22.67300016,53.56675108
"Grus grus",2,"Poland","Poland - Podlaskie",450,22.67282307,53.56673037
"Carduelis carduelis",1,"Poland","Poland - Podlaskie",58,22.67209187,53.56676182
"Saxicola rubetra",1,"Poland","Poland - Podlaskie",113,22.67198793,53.56675256
"Turdus viscivorus",1,"Poland","Poland - Podlaskie",3,22.67198845,53.56675263
"Grus grus",2,"Poland","Poland - Podlaskie",450,22.66560149,53.5666186
"Coenonympha tullia",30,"Poland","Poland - Podlaskie",116,22.65,53.55
"Lycaena tityrus",1,"Poland","Poland - Podlaskie",16,22.65,53.55
"Hyponephele lycaon",1,"Poland","Poland - Podlaskie",4,22.65878914,53.5688755
"Maniola jurtina",8,"Poland","Poland - Podlaskie",107,22.65878627,53.56887305
"Coenonympha glycerion",2,"Poland","Poland - Podlaskie",29,22.65,53.55
"Dactylorhiza incarnata",8,"Poland","Poland - Podlaskie",35,22.65,53.55
"Lycaena virgaureae",2,"Poland","Poland - Podlaskie",110,22.65,53.55
"Polygonia c-album",1,"Poland","Poland - Podlaskie",16,22.65860743,53.56872216
"Maniola jurtina",50,"Poland","Poland - Podlaskie",107,22.65859946,53.56871493
"Araschnia levana",1,"Poland","Poland - Podlaskie",77,22.65854977,53.56872669
"Pieris napi",10,"Poland","Poland - Podlaskie",459,22.65881278,53.56895957
"Melanargia galathea",10,"Poland","Poland - Podlaskie",147,22.62746288,53.57278051
"Maniola jurtina",15,"Poland","Poland - Podlaskie",107,22.62750415,53.57278014
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.51912849,53.5407609
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.50787442,53.52003598
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.50792798,53.51800046
"Hirundo rustica",5,"Poland","Poland - Podlaskie",1026,22.50671625,53.50719412
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.50832998,53.5043368
"Ciconia ciconia",3,"Poland","Poland - Podlaskie",341,22.50151112,53.47205444
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.50061001,53.47133285
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.49956596,53.47023356
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.49762826,53.4690895
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.49537462,53.46733218
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.49515126,53.46620294
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.49452583,53.46470859
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.48515062,53.43846294
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.48451634,53.43014528
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.48447872,53.42928578
"Passer montanus",1,"Poland","Poland - Podlaskie",295,22.4860284,53.42854075
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.50605432,53.42929984
"Ciconia ciconia",1,"Poland","Poland - Podlaskie",341,22.51043082,53.42999021
"Ciconia ciconia",1,"Poland","Poland - Biebrza NP",341,22.51256228,53.42930203
"Hirundo rustica",15,"Poland","Poland - Biebrza NP",1026,22.53146192,53.42976812
"Ciconia ciconia",1,"Poland","Poland - Biebrza NP",341,22.53315369,53.429674
"Hirundo rustica",50,"Poland","Poland - Biebrza NP",1026,22.53311717,53.42961535
"Ardea alba",1,"Poland","Poland - Biebrza NP",142,22.53079614,53.42963976
"Passer montanus",1,"Poland","Poland - Podlaskie",295,22.48451875,53.42945532
"Corvus corax",2,"Poland","Poland - Podlaskie",62,22.51287228,53.48061816
"Dryocopus martius",1,"Poland","Poland - Biebrza NP",72,22.61305399,53.44251093
"Sylvia communis",1,"Poland","Poland - Biebrza NP",56,22.58315187,53.34891579
"Acrocephalus paludicola",5,"Poland","Poland - Biebrza NP",143,22.57914911,53.34830747
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.581603,53.349641
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.579479,53.365176
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.51811,53.268703
"Euthrix potatoria",1,"Poland","Poland - Biebrza NP",3,22.58429621,53.34906174
"Grus grus grus",5,"Poland","Poland- Mazurisch Merenplateau",5,21.5817117689,53.9325683907
"Glaucidium passerinum",3,"Poland","Poland - Bialowieski Park Narodowy",15,23.8,52.75
"Lullula arborea",1,"Poland","Poland - Podlaskie",18,23.8256281614,52.8631176586
"Columba palumbus",1,"Poland","Poland - Podlaskie",46,23.8581137359,52.891557527
"Saxicola rubetra",1,"Poland","Poland - Podlaskie",113,23.8581137359,52.891557527
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,23.8581137359,52.891557527
"Lanius collurio",1,"Poland","Poland - Zbionrnik Siemianowka",274,23.8847386837,52.902272626
"Tettigonia viridissima",1,"Poland","Poland - Biebrza NP",2,22.58508717,53.34908686
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.581346,53.349866
"Alces alces",2,"Poland","Poland - Biebrza NP",173,22.560811,53.32831
"Alces alces",1,"Poland","Poland - Biebrza NP",173,22.545189,53.342122
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.577102,53.347922
"Coenonympha tullia",3,"Poland","Poland - Biebrza NP",116,22.55,53.3
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.581603,53.349609
"Circus aeruginosus",1,"Poland","Poland - Podlaskie",75,23.5487,52.7416
"Coloeus monedula",1,"Poland","Poland - Warszawa",30,21.0853,52.2362
"Corvus cornix",1,"Poland","Poland - Warszawa",88,20.9876,52.2076
"Corvus corax",1,"Poland","Poland - Podlaskie",62,22.58952941,53.37140038
"Aglais io",2,"Poland","Poland - Podlaskie",92,22.58962268,53.37132715
"Lycaena alciphron",2,"Poland","Poland - Podlaskie",28,22.59003811,53.3710869
"Lycaena phlaeas",1,"Poland","Poland - Podlaskie",12,22.59015695,53.37106309
"Araschnia levana",1,"Poland","Poland - Podlaskie",77,22.59019844,53.37108681
"Lycaena phlaeas",1,"Poland","Poland - Podlaskie",12,22.59029333,53.37110935
"Pieris napi",9,"Poland","Poland - Podlaskie",459,22.59029482,53.37110177
"Gonepteryx rhamni",1,"Poland","Poland - Podlaskie",225,22.59024794,53.37110848
"Melitaea athalia",2,"Poland","Poland - Podlaskie",434,22.55,53.35
"Apatura ilia",1,"Poland","Poland - Biebrza NP",19,22.55,53.35
"Natrix natrix",1,"Poland","Poland - Biebrza NP",89,22.55,53.3
"Natrix natrix",1,"Poland","Poland - Podlaskie",89,22.55,53.3
"Natrix natrix",1,"Poland","Poland - Podlaskie",89,22.6,53.3
"Motacilla alba",1,"Poland","Poland - Biebrza NP",122,22.60418836,53.30395703
"Gonepteryx rhamni",1,"Poland","Poland - Biebrza NP",225,22.60441666,53.30232226
"Gonepteryx rhamni",1,"Poland","Poland - Biebrza NP",225,22.60467935,53.3007349
"Luscinia luscinia",1,"Poland","Poland - Biebrza NP",57,22.60912809,53.29035642
"Turdus pilaris",1,"Poland","Poland - Biebrza NP",81,22.61102401,53.28678305
"Gonepteryx rhamni",11,"Poland","Poland - Biebrza NP",225,22.61054979,53.28717354
"Pernis apivorus",1,"Poland","Poland - Biebrza NP",31,22.61043404,53.28713714
"Ranunculus lingua",30,"Poland","Poland - Biebrza NP",160,22.60978542,53.28693616
"Acrocephalus schoenobaenus",1,"Poland","Poland - Biebrza NP",78,22.60912899,53.28673024
"Gonepteryx rhamni",1,"Poland","Poland - Biebrza NP",225,22.60842358,53.28652495
"Acrocephalus paludicola",1,"Poland","Poland - Biebrza NP",143,22.60824924,53.28647233
"Acrocephalus schoenobaenus",1,"Poland","Poland - Biebrza NP",78,22.60650162,53.28592226
"Ranunculus lingua",50,"Poland","Poland - Biebrza NP",160,22.60771694,53.28630493
"Pieris napi",6,"Poland","Poland - Biebrza NP",459,22.60780192,53.28632654
"Acrocephalus schoenobaenus",1,"Poland","Poland - Biebrza NP",78,22.611115,53.28736303
"Aphantopus hyperantus",4,"Poland","Poland - Biebrza NP",781,22.61110988,53.2873633
"Natrix natrix",1,"Poland","Poland - Biebrza NP",89,22.6,53.25
"Natrix natrix",1,"Poland","Poland - Biebrza NP",89,22.6,53.25
"Passer montanus",1,"Poland","Poland - Biebrza NP",295,22.60046377,53.25899879
"Gonepteryx rhamni",1,"Poland","Poland - Biebrza NP",225,22.58918843,53.2490646
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,22.56800444,53.23615869
